
DECIMAL       HEXADECIMAL     DESCRIPTION
26637984      0x19676A0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/pexpect/__pycache__/spawnbase.cpython-310.pyc
26638992      0x1967A90       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/ptyprocess/__pycache__/util.cpython-310.pyc
26712672      0x1979A60       Unix path: /usr/lib/python3.10/pty.py
26714352      0x197A0F0       Unix path: /usr/lib/python3.10/tty.py
26729535      0x197DC3F       HTML document header
26767881      0x1987209       HTML document header
26783907      0x198B0A3       PARity archive data - Index file
26825440      0x19952E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/pexpect/spawnbase.py
26826464      0x19956E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/terminal.py
26827232      0x19959E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/sysinfo.py
26828128      0x1995D60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/config/profile/default
26829024      0x19960E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/importstring.py
26830688      0x1996760       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/compilerop.py
26832992      0x1997060       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/text.py
26835296      0x1997960       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/magic.py
26837216      0x19980E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/hooks.py
26837856      0x1998360       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/page.py
26838112      0x1998460       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/oinspect.py
26839520      0x19989E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/display.py
26840160      0x1998C60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/display.py
26882736      0x19A32B0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/pexpect/__pycache__/run.cpython-310.pyc
26883744      0x19A36A0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/_process_common.py
26903776      0x19A84E0       Unix path: /usr/lib/python3.10/hashlib.py
26904496      0x19A87B0       Unix path: /usr/lib/python3.10/hashlib.py
26932032      0x19AF340       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/__pycache__/paths.cpython-310.pyc
27054736      0x19CD290       Unix path: /usr/lib/python3.10/__pycache__/hashlib.cpython-310.pyc
27059216      0x19CE410       Unix path: /usr/lib/python3.10/__pycache__/getopt.cpython-310.pyc
27063472      0x19CF4B0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/lib
27065488      0x19CFC90       Unix path: /usr/lib/python3.10/__pycache__/mimetypes.cpython-310.pyc
27071424      0x19D13C0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/magic_arguments.py
27072144      0x19D1690       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/__pycache__/error.cpython-310.pyc
27079056      0x19D3190       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/__pycache__/magic.cpython-310.pyc
27083232      0x19D41E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/__pycache__/page.cpython-310.pyc
27084240      0x19D45D0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/display_functions.py
27146471      0x19E38E7       mcrypt 2.2 encrypted data, algorithm: blowfish-448, mode: CBC, keymode: 8bit
27152640      0x19E5100       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/__pycache__/oinspect.cpython-310.pyc
27153600      0x19E54C0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/__pycache__/inputtransformer2.cpython-310.pyc
27155680      0x19E5CE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/lib/__pycache__/__init__.cpython-310.pyc
27156800      0x19E6140       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/lib/__pycache__/display.cpython-310.pyc
27157440      0x19E63C0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/__pycache__/openpy.cpython-310.pyc
27157760      0x19E6500       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/__pycache__/wildcard.cpython-310.pyc
27162560      0x19E77C0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/__pycache__/tokenutil.cpython-310.pyc
27163520      0x19E7B80       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/__pycache__/interactiveshell.cpython-310.pyc
27168160      0x19E8DA0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/__pycache__/prefilter.cpython-310.pyc
27175264      0x19EA960       Unix path: /usr/lib/python3.10/getopt.py
27197559      0x19F0077       mcrypt 2.2 encrypted data, algorithm: blowfish-448, mode: CBC, keymode: 8bit
27205544      0x19F1FA8       Copyright string: "copyright: Copyright 2006-2021 by the Pygments team, see AUTHORS."
27205555      0x19F1FB3       Copyright string: "Copyright 2006-2021 by the Pygments team, see AUTHORS."
27206091      0x19F21CB       Copyright string: "copyright: Copyright 2006-2021 by the Pygments team, see AUTHORS."
27206102      0x19F21D6       Copyright string: "Copyright 2006-2021 by the Pygments team, see AUTHORS."
27281168      0x1A04710       Unix path: /etc/httpd/mime.types
27281328      0x1A047B0       Unix path: /etc/httpd/conf/mime.types
27288640      0x1A06440       Unix path: /usr/lib/python3.10/mimetypes.py
27299776      0x1A08FC0       Unix path: /usr/lib/python3/dist-packages/pygments/lexers
27300960      0x1A09460       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/lib/__init__.py
27302880      0x1A09BE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/testing/__init__.py
27303392      0x1A09DE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/lib/display.py
27303776      0x1A09F60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/lib/display.py
27305440      0x1A0A5E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/lib/pretty.py
27306080      0x1A0A860       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/data.py
27308256      0x1A0B0E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/dir2.py
27309280      0x1A0B4E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/wildcard.py
27310560      0x1A0B9E0       Unix path: /usr/lib/python3/dist-packages/pygments/__pycache__/lexer.cpython-310.pyc
27312096      0x1A0BFE0       Unix path: /usr/lib/python3/dist-packages/pygments/__pycache__/filter.cpython-310.pyc
27315168      0x1A0CBE0       Unix path: /usr/lib/python3/dist-packages/pygments/__pycache__/regexopt.cpython-310.pyc
27365376      0x1A19000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
27390976      0x1A1F400       Unix path: /usr/lib/python3/dist-packages/six.py
27481168      0x1A35450       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/executing/__pycache__/version.cpython-310.pyc
27483328      0x1A35CC0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/asttokens/__pycache__/util.cpython-310.pyc
27496544      0x1A39060       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/asttokens/asttokens.py
27498208      0x1A396E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/asttokens/util.py
27499744      0x1A39CE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/pure_eval/my_getattr_static.py
27500000      0x1A39DE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/pure_eval/my_getattr_static.py
27500256      0x1A39EE0       Unix path: /usr/lib/python3/dist-packages/pygments/__pycache__/formatter.cpython-310.pyc
27500512      0x1A39FE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/pure_eval/utils.py
27501152      0x1A3A260       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/stack_data/utils.py
27502304      0x1A3A6E0       Unix path: /usr/lib/python3/dist-packages/pygments/__pycache__/plugin.cpython-310.pyc
27503840      0x1A3ACE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/stack_data/formatting.py
27506272      0x1A3B660       Unix path: /usr/lib/python3/dist-packages/pygments/__pycache__/util.cpython-310.pyc
27507424      0x1A3BAE0       Unix path: /usr/lib/python3/dist-packages/pygments/formatters/terminal256.py
27507936      0x1A3BCE0       Unix path: /usr/lib/python3/dist-packages/pygments/__pycache__/console.cpython-310.pyc
27508448      0x1A3BEE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/colorable.py
27511136      0x1A3C960       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/PyColorize.py
27511648      0x1A3CB60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/PyColorize.py
27512416      0x1A3CE60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/py3compat.py
27637046      0x1A5B536       Copyright string: "copyright: Copyright 2006-2021 by the Pygments team, see AUTHORS."
27637057      0x1A5B541       Copyright string: "Copyright 2006-2021 by the Pygments team, see AUTHORS."
27681088      0x1A66140       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/pure_eval/__pycache__/core.cpython-310.pyc
27681808      0x1A66410       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/pure_eval/__pycache__/utils.cpython-310.pyc
27696912      0x1A69F10       Unix path: /usr/lib/python3.10/datetime.py
27697632      0x1A6A1E0       Unix path: /usr/lib/python3.10/decimal.py
27706192      0x1A6C350       Unix path: /usr/lib/python3.10/numbers.py
27716256      0x1A6EAA0       Unix path: /usr/lib/python3.10/fractions.py
27725184      0x1A70D80       Unix path: /usr/lib/python3/dist-packages/pygments/styles
27804128      0x1A841E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/pure_eval/__pycache__/version.cpython-310.pyc
27841056      0x1A8D220       Unix path: /usr/lib/python3/dist-packages/pygments/formatters/__init__.py
27845984      0x1A8E560       Unix path: /usr/lib/python3/dist-packages/pygments/console.py
27850576      0x1A8F750       Unix path: /usr/lib/python3.10/__pycache__/locale.cpython-310.pyc
27853264      0x1A901D0       Unix path: /usr/lib/python3.10/__pycache__/pdb.cpython-310.pyc
27981040      0x1AAF4F0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/stack_data/__pycache__/version.cpython-310.pyc
27984208      0x1AB0150       Unix path: /usr/lib/python3/dist-packages/pygments/formatters/__pycache__/_mapping.cpython-310.pyc
28070837      0x1AC53B5       Copyright string: "copyright: Copyright 2006-2021 by the Pygments team, see AUTHORS."
28070848      0x1AC53C0       Copyright string: "Copyright 2006-2021 by the Pygments team, see AUTHORS."
28071869      0x1AC57BD       Copyright string: "copyright: Copyright 2006-2021 by the Pygments team, see AUTHORS."
28071880      0x1AC57C8       Copyright string: "Copyright 2006-2021 by the Pygments team, see AUTHORS."
28080577      0x1AC79C1       Copyright string: "copyright: Copyright 2006-2021 by the Pygments team, see AUTHORS."
28080588      0x1AC79CC       Copyright string: "Copyright 2006-2021 by the Pygments team, see AUTHORS."
28082367      0x1AC80BF       Copyright string: "copyright: Copyright 2006-2021 by the Pygments team, see AUTHORS."
28082378      0x1AC80CA       Copyright string: "Copyright 2006-2021 by the Pygments team, see AUTHORS."
28121296      0x1AD18D0       Unix path: /usr/lib/python3/dist-packages/pygments/styles/__pycache__/__init__.cpython-310.pyc
28265888      0x1AF4DA0       Unix path: /usr/lib/python3.10/pdb.py
28266128      0x1AF4E90       Unix path: /usr/lib/python3.10/locale.py
28299520      0x1AFD100       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/__pycache__/display_trap.cpython-310.pyc
28299840      0x1AFD240       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/__pycache__/coloransi.cpython-310.pyc
28303360      0x1AFE000       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/__pycache__/terminal.cpython-310.pyc
28305760      0x1AFE960       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/__pycache__/process.cpython-310.pyc
28308800      0x1AFF540       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/ptyprocess/__pycache__/__init__.cpython-310.pyc
28311520      0x1AFFFE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/__pycache__/_process_common.cpython-310.pyc
28312320      0x1B00300       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/__pycache__/importstring.cpython-310.pyc
28313760      0x1B008A0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/__pycache__/magic_arguments.cpython-310.pyc
28314560      0x1B00BC0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/__pycache__/decorators.cpython-310.pyc
28348512      0x1B09060       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/py3compat.py
28348768      0x1B09160       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/encoding.py
28351072      0x1B09A60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/excolors.py
28357230      0x1B0B26E       Copyright string: "copyright", "credits" or "license" for more information."
28357856      0x1B0B4E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/path.py
28359392      0x1B0BAE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/pexpect/__init__.py
28359904      0x1B0BCE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/pexpect/exceptions.py
28361312      0x1B0C260       Unix path: /usr/lib/python3.10/lib-dynload/termios.cpython-310-x86_64-linux-gnu.so
28361568      0x1B0C360       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/pexpect/pty_spawn.py
28362464      0x1B0C6E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/pexpect/pty_spawn.py
28363360      0x1B0CA60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/ptyprocess/__init__.py
28387840      0x1B12A00       Unix path: /usr/lib/python3.10/pdb.py
28446976      0x1B21100       Unix path: /usr/share/locale
28512490      0x1B310EA       Unix path: /home/jupyter/configurations/') as c:
28527161      0x1B34A39       Copyright string: "copyright: Copyright 2006-2021 by the Pygments team, see AUTHORS."
28527172      0x1B34A44       Copyright string: "Copyright 2006-2021 by the Pygments team, see AUTHORS."
28546416      0x1B39570       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/utils/nested_update.py
28557648      0x1B3C150       Unix path: /usr/lib/python3/dist-packages/pygments/formatters/__pycache__/terminal256.cpython-310.pyc
28573745      0x1B40031       Copyright string: "Copyright 2006-2021 by the Pygments team."
28573848      0x1B40098       HTML document header
28627200      0x1B4D100       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/__pycache__/_sysinfo.cpython-310.pyc
28628800      0x1B4D740       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/stack_data/__pycache__/__init__.cpython-310.pyc
28633285      0x1B4E8C5       Unix path: /usr/lib/x86_64-linux-gnu /usr/lib/x86_64-linux-gnu/python3.10 /usr/lib/python3.10/lib-dynload
28636160      0x1B4F400       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/asttokens/__pycache__/asttokens.cpython-310.pyc
28637920      0x1B4FAE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/pure_eval/__pycache__/my_getattr_static.cpython-310.pyc
28638720      0x1B4FE00       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/stack_data/__pycache__/serializing.cpython-310.pyc
28641760      0x1B509E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/__pycache__/__init__.cpython-310.pyc
28645264      0x1B51790       Unix path: /usr/lib/python3.10/pydoc.py
28735200      0x1B676E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/stack_data/__init__.py
28738272      0x1B682E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/executing/executing.py
28739296      0x1B686E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/asttokens/line_numbers.py
28740960      0x1B68D60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/asttokens/asttokens.py
28741216      0x1B68E60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/asttokens/line_numbers.py
28767184      0x1B6F3D0       Unix path: /usr/lib/python3.10/__pycache__/platform.cpython-310.pyc
28769872      0x1B6FE50       Unix path: /usr/lib/python3.10/__pycache__/sysconfig.cpython-310.pyc
28773232      0x1B70B70       Unix path: /usr/lib/python3.10/config-3.10-x86_64-linux-gnu
28801600      0x1B77A40       Unix path: /usr/lib/python3.10/pkgutil.py
28802800      0x1B77EF0       Unix path: /usr/lib/python3.10/platform.py
28806960      0x1B78F30       Unix path: /usr/lib/python3.10/platform.py
28811040      0x1B79F20       Ubiquiti firmware additional data, name: UTION, size: 33554432 bytes, size2: 0 bytes, CRC32: 0
28859488      0x1B85C60       Unix path: /usr/lib/python3.10/sysconfig.py
28860838      0x1B861A6       Unix path: /lib/python3/dist-packages
28863712      0x1B86CE0       Unix path: /usr/lib/x86_64-linux-gnu/python3.10
28871200      0x1B88A20       Unix path: /usr/lib/python3.10/html/entities.py
28904408      0x1B90BD8       Copyright string: "copyright: Copyright 2006-2021 by the Pygments team, see AUTHORS."
28904419      0x1B90BE3       Copyright string: "Copyright 2006-2021 by the Pygments team, see AUTHORS."
28910528      0x1B923C0       Unix path: /usr/lib/os-release
28918208      0x1B941C0       Unix path: /home/gsemaj/.local
28933922      0x1B97F22       Copyright string: "copyright__"
28991520      0x1BA6020       Unix path: /usr/bin/dtrace
29011936      0x1BAAFE0       Unix path: /usr/lib/python3.10/__pycache__/_sysconfigdata__x86_64-linux-gnu.cpython-310.pyc
29045303      0x1BB3237       eCos RTOS string reference: "ECOS"
29048720      0x1BB3F90       Unix path: /usr/bin/install -c
29050320      0x1BB45D0       Ubiquiti firmware header, third party, ~CRC32: 0x0, version: "SSL_INCLUDES"
29061472      0x1BB7160       Unix path: /usr/share/man
29062048      0x1BB73A0       Ubiquiti firmware header, third party, ~CRC32: 0x0, version: "SSL_LDFLAGS"
29080928      0x1BBBD60       Unix path: /usr/lib/python3.10/html
29089968      0x1BBE0B0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/stack_data/__pycache__/core.cpython-310.pyc
29092416      0x1BBEA40       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/executing/__pycache__/__init__.cpython-310.pyc
29136695      0x1BC9737       mcrypt 2.2 encrypted data, algorithm: blowfish-448, mode: CBC, keymode: 8bit
29152336      0x1BCD450       Unix path: /usr/lib/python3.10/html/__pycache__/__init__.cpython-310.pyc
29152896      0x1BCD680       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/executing
29154128      0x1BCDB50       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/asttokens
29157488      0x1BCE870       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/pure_eval
29162528      0x1BCFC20       Unix path: /usr/lib/python3.10/__pycache__/datetime.cpython-310.pyc
29165104      0x1BD0630       Unix path: /usr/lib/python3.10/__pycache__/numbers.cpython-310.pyc
29167456      0x1BD0F60       Unix path: /usr/lib/python3.10/__pycache__/fractions.cpython-310.pyc
29171393      0x1BD1EC1       Copyright string: "copyright: Copyright 2006-2021 by the Pygments team, see AUTHORS."
29171404      0x1BD1ECC       Copyright string: "Copyright 2006-2021 by the Pygments team, see AUTHORS."
29172099      0x1BD2183       Copyright string: "copyright: Copyright 2006-2021 by the Pygments team, see AUTHORS."
29172110      0x1BD218E       Copyright string: "Copyright 2006-2021 by the Pygments team, see AUTHORS."
29172832      0x1BD2460       Copyright string: "copyright: Copyright 2006-2021 by the Pygments team, see AUTHORS."
29172843      0x1BD246B       Copyright string: "Copyright 2006-2021 by the Pygments team, see AUTHORS."
29173070      0x1BD254E       Copyright string: "copyright: Copyright 2006-2021 by the Pygments team, see AUTHORS."
29173081      0x1BD2559       Copyright string: "Copyright 2006-2021 by the Pygments team, see AUTHORS."
29173302      0x1BD2636       Copyright string: "copyright: Copyright 2006-2021 by the Pygments team, see AUTHORS."
29173313      0x1BD2641       Copyright string: "Copyright 2006-2021 by the Pygments team, see AUTHORS."
29474816      0x1C1C000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
29476160      0x1C1C540       ESP Image (ESP32): segment count: 1, flash mode: QUIO, flash speed: 40MHz, flash size: 1MB, entry address: 0x10, hash: none
29487104      0x1C1F000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
29491225      0x1C20019       Unix path: /var/lib/libuuid/clock.txt
29499392      0x1C22000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
29529152      0x1C29440       Unix path: /usr/lib/python3.10/json
29548752      0x1C2E0D0       Unix path: /usr/lib/python3.10/__pycache__/pprint.cpython-310.pyc
29550544      0x1C2E7D0       Unix path: /usr/lib/python3.10/__pycache__/dataclasses.cpython-310.pyc
29560176      0x1C30D70       Unix path: /usr/lib/python3.10/__pycache__/textwrap.cpython-310.pyc
29560624      0x1C30F30       Unix path: /usr/lib/python3.10/__pycache__/socketserver.cpython-310.pyc
29564208      0x1C31D30       Unix path: /usr/lib/python3.10/__pycache__/socket.cpython-310.pyc
29569824      0x1C33320       Unix path: /usr/lib/python3.10/pprint.py
29638720      0x1C44040       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/config/__pycache__/configurable.cpython-310.pyc
29639200      0x1C44220       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/config/__pycache__/loader.cpython-310.pyc
29645280      0x1C459E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/utils/__pycache__/nested_update.cpython-310.pyc
29646400      0x1C45E40       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/__pycache__/sysinfo.cpython-310.pyc
29654304      0x1C47D20       Unix path: /usr/lib/python3.10/textwrap.py
29681824      0x1C4E8A0       Unix path: /usr/lib/python3.10/logging/config.py
29686432      0x1C4FAA0       Unix path: /usr/lib/python3.10/logging/handlers.py
29691520      0x1C50E80       Unix path: /usr/lib/python3.10/socketserver.py
29714745      0x1C56939       Copyright string: "Copyright (C) 2001-2021 Vinay Sajip. All Rights Reserved."
29803200      0x1C6C2C0       Unix path: /usr/lib/python3.10/socket.py
29844560      0x1C76450       Unix path: /usr/lib/python3.10/__pycache__/queue.cpython-310.pyc
29850832      0x1C77CD0       Unix path: /usr/lib/python3.10/__pycache__/heapq.cpython-310.pyc
29859680      0x1C79F60       Unix path: /usr/lib/python3.10/__pycache__/argparse.cpython-310.pyc
29873655      0x1C7D5F7       mcrypt 2.2 encrypted data, algorithm: blowfish-448, mode: CBC, keymode: 8bit
29883712      0x1C7FD40       Unix path: /usr/lib/python3.10/_compat_pickle.py
30059104      0x1CAAA60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/crashhandler.py
30059744      0x1CAACE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/config/loader.py
30060128      0x1CAAE60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/utils/text.py
30062944      0x1CAB960       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/paths.py
30068832      0x1CAD060       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/sysinfo.py
30069600      0x1CAD360       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/utils/_sysinfo.py
30079968      0x1CAFBE0       Unix path: /usr/lib/python3.10/queue.py
30082688      0x1CB0680       Unix path: /usr/lib/python3.10/heapq.py
30158161      0x1CC2D51       Copyright string: "copyright: Copyright 2006-2021 by the Pygments team, see AUTHORS."
30158172      0x1CC2D5C       Copyright string: "Copyright 2006-2021 by the Pygments team, see AUTHORS."
30212480      0x1CD0180       Unix path: /usr/lib/python3.10/textwrap.py
30259200      0x1CDB800       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/config/configurable.py
30317664      0x1CE9C60       Unix path: /usr/lib/python3.10/argparse.py
30384224      0x1CFA060       Unix path: /usr/lib/python3.10/__pycache__/gettext.cpython-310.pyc
30396096      0x1CFCEC0       Unix path: /usr/lib/python3.10/__pycache__/pydoc.cpython-310.pyc
30492048      0x1D14590       Unix path: /usr/lib/python3.10/gettext.py
30497488      0x1D15AD0       Unix path: /usr/share/locale-langpack
30501695      0x1D16B3F       HTML document header
30501843      0x1D16BD3       HTML document footer
30564352      0x1D26000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
30572544      0x1D28000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
30584832      0x1D2B000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
30602176      0x1D2F3C0       Unix path: /usr/local/etc/ipython
30608256      0x1D30B80       Unix path: /usr/etc/ipython
30608816      0x1D30DB0       Unix path: /usr/lib/python3.10/copy.py
30614240      0x1D322E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/__pycache__/application.cpython-310.pyc
30614880      0x1D32560       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/__pycache__/traitlets.cpython-310.pyc
30620160      0x1D33A00       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/utils/__pycache__/decorators.cpython-310.pyc
30626560      0x1D35300       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/utils/__pycache__/__init__.cpython-310.pyc
30628000      0x1D358A0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/config/__pycache__/application.cpython-310.pyc
30675615      0x1D4129F       HTML document header
30675813      0x1D41365       HTML document footer
30728432      0x1D4E0F0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/config/application.py
30730736      0x1D4E9F0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/__pycache__/_version.cpython-310.pyc
30738944      0x1D50A00       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/utils/descriptions.py
30804240      0x1D60910       Unix path: /usr/lib/python3.10/__pycache__/inspect.cpython-310.pyc
30949680      0x1D84130       Unix path: /usr/lib/python3.10/inspect.py
30957792      0x1D860E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/ultratb.py
30962272      0x1D87260       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/utils
30972512      0x1D89A60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/utils/__init__.py
30972896      0x1D89BE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/utils/__init__.py
30973280      0x1D89D60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/utils/bunch.py
30973792      0x1D89F60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/utils/getargspec.py
31033103      0x1D9870F       Copyright string: "copyright: Copyright 2006-2014, 2016 by the Pygments team, see AUTHORS."
31033114      0x1D9871A       Copyright string: "Copyright 2006-2014, 2016 by the Pygments team, see AUTHORS."
31067088      0x1DA0BD0       Unix path: /usr/lib/python3.10/ast.py
31070928      0x1DA1AD0       Unix path: /usr/lib/python3.10/dis.py
31122848      0x1DAE5A0       Unix path: /usr/lib/python3.10/__pycache__/dis.cpython-310.pyc
31129008      0x1DAFDB0       Unix path: /usr/lib/python3.10/__pycache__/opcode.cpython-310.pyc
31137072      0x1DB1D30       Unix path: /usr/lib/python3.10/json/__pycache__/__init__.cpython-310.pyc
